"T","RH","AH","CO","NOx","NO2","O3"
5,63.5,0.5575,0.8,158,115,991
3.9,65.5,0.5367,0.4,87,80,925
1.8,74.5,0.5271,0.7,194,122,1017
1.8,73.7,0.5198,1.4,401,186,1187
2.3,70.9,0.5182,4,887,306,1638
4.4,61.1,0.5176,3.9,654,301,1672
7.7,49.8,0.5267,3.1,566,274,1656
12.1,36.9,0.5212,3.2,649,247,1641
15,28.5,0.4821,1.5,309,169,1117
14.5,28.3,0.4665,1.2,229,138,901
12.9,31.8,0.4707,1.9,312,149,1046
12.1,32.3,0.4548,1.5,276,165,884
11.3,33.5,0.4476,1.4,236,156,821
11.4,32.6,0.4373,1.9,312,184,1056
9.1,37.8,0.4372,2.2,345,197,1139
8.1,41,0.4458,3,386,204,1248
7.7,41.9,0.4409,2.6,356,207,1200
7.1,43.9,0.4433,2.8,467,208,1220
6.3,45.8,0.4408,1.6,287,174,1032
6,46.1,0.4351,1.3,239,157,971
5.5,49,0.4471,1.6,266,166,1011
4.9,52,0.4548,1.5,261,167,1049
4.1,54.7,0.4536,1.3,223,154,1053
2.1,64.2,0.4633,1.6,-200,-200,1157
1.5,66.2,0.4571,2,272,164,1163
1,67.7,0.4523,1.3,226,149,1018
0.8,69.9,0.4591,0.9,250,150,1121
1.3,67.2,0.4598,1.4,402,205,1200
2,63.6,0.4564,3.1,708,283,1403
4.1,52.7,0.4345,4.1,759,310,1365
7.5,39.2,0.4091,1.3,302,200,940
9,34.5,0.398,0.9,210,147,750
9.2,34.5,0.4025,1,180,128,652
9.3,33.8,0.3981,1,165,121,643
9.3,33.1,0.3874,1.1,180,129,629
9.7,30.8,0.3716,0.8,147,110,549
9.6,31.1,0.3718,1,177,126,578
8.6,32.8,0.3669,0.9,157,121,582
7.2,35,0.3567,0.9,195,142,694
6.4,36.8,0.3566,1.6,263,174,926
6,40.2,0.3773,1.4,239,168,915
5.5,42.6,0.3874,1.4,267,180,986
4.9,43.7,0.3809,1.1,214,157,840
4.2,43.2,0.3605,1.2,236,162,939
4,39.2,0.3228,1.8,251,173,869
3.7,40.1,0.323,1.4,255,176,908
3.1,47.1,0.3638,1.4,235,172,1051
2.6,48.8,0.3658,0.9,-200,-200,922
0.8,53.8,0.3542,-200,129,108,871
1.2,51.9,0.3515,0.8,95,88,793
1,52.2,0.3489,0.7,95,85,753
0.6,53.3,0.3467,0.7,100,88,737
0.8,52.8,0.3468,0.6,110,94,722
0.3,53.7,0.3424,0.8,149,115,737
4.1,42.9,0.3551,1.3,197,137,913
8,33.3,0.3591,2,351,212,1117
10.7,25.2,0.3242,1.7,249,173,774
11.1,23.5,0.3105,1.2,188,135,558
10.6,26,0.332,1,127,100,420
10.3,27.7,0.3481,0.8,96,78,363
10.2,28.3,0.3516,1,138,100,410
9.2,29.9,0.3479,1.4,217,150,568
6.9,36.4,0.3635,1.1,186,142,570
6,38,0.3584,1.6,227,165,774
5.8,36.4,0.3385,1.8,252,179,857
5.8,35.4,0.3286,1.4,193,149,737
5.4,36.6,0.3304,1.1,158,126,610
5.1,37.9,0.3358,1,150,120,627
4.8,38,0.33,1.1,130,110,566
4.5,38.1,0.3249,1,104,92,517
4.3,38.1,0.3207,0.8,86,78,484
3.9,39.9,0.325,0.6,-200,-200,482
3.8,41,0.3327,0.6,67,65,496
3.3,44.6,0.3499,0.6,75,73,623
3.6,44.5,0.3574,0.6,97,85,696
3.4,47,0.3713,0.8,177,133,916
2.9,49.5,0.3775,2.3,433,246,1309
5.6,40.5,0.3704,2.8,471,281,1396
7.5,33.8,0.352,2.1,346,222,1226
10.8,25.2,0.3251,1.7,262,182,1002
12.9,20.6,0.3045,1.4,221,154,769
12.2,21.4,0.3033,1.6,265,168,784
12,21.9,0.3069,1.4,219,149,643
12.2,24,0.3392,1.3,235,156,682
12,24.3,0.3393,1.4,227,156,692
10.5,27.8,0.3525,1.7,285,187,926
8.7,33.9,0.3832,1.9,291,194,996
7.8,37.6,0.4004,2.3,295,204,1095
7.2,39.4,0.4032,2,243,174,1058
7.1,39.6,0.4019,1.6,209,154,893
7.1,39.6,0.4001,1,147,117,681
7.2,39.3,0.4004,0.9,117,98,599
6.9,39.6,0.3966,0.9,105,90,550
7,39.8,0.4006,0.9,84,74,470
7.1,40.5,0.409,0.5,51,49,375
6.9,40.9,0.4091,0.4,-200,-200,337
6,42.9,0.404,0.5,54,54,451
6.4,42.7,0.4126,0.6,74,69,600
6.1,43.6,0.4129,0.6,114,92,712
5.9,45.1,0.4211,1,228,146,931
6,46.4,0.4367,2.1,455,224,1332
6.6,43.7,0.4273,2.9,493,253,1520
8.7,36.3,0.4074,2.2,410,225,1223
10.5,33.4,0.4246,1.6,277,180,1122
11.4,27.8,0.3748,1.8,340,194,1099
12.7,27.4,0.4011,1.5,238,158,904
13.3,23.3,0.354,2.2,323,184,1022
13.9,20.7,0.3271,1.6,286,165,719
13.6,20,0.3093,1.5,271,156,609
-200,-200,-200,1.8,276,172,-200
-200,-200,-200,1.8,295,194,-200
-200,-200,-200,2.3,340,208,-200
-200,-200,-200,1.9,275,187,-200
-200,-200,-200,1.9,293,187,-200
-200,-200,-200,1.1,157,127,-200
-200,-200,-200,0.9,133,107,-200
-200,-200,-200,0.8,120,99,-200
-200,-200,-200,0.9,122,100,-200
-200,-200,-200,0.7,80,73,-200
-200,-200,-200,0.8,-200,-200,-200
-200,-200,-200,-200,88,83,-200
-200,-200,-200,0.7,109,92,-200
-200,-200,-200,0.6,120,100,-200
-200,-200,-200,1,233,149,-200
-200,-200,-200,1.7,394,231,-200
-200,-200,-200,2.7,424,245,-200
-200,-200,-200,3.3,446,203,-200
-200,-200,-200,2.1,266,165,-200
-200,-200,-200,2,261,168,-200
-200,-200,-200,2,220,151,-200
-200,-200,-200,2.3,241,152,-200
-200,-200,-200,2,208,144,-200
-200,-200,-200,2.1,215,148,-200
-200,-200,-200,2.3,257,176,-200
-200,-200,-200,3.1,355,209,-200
-200,-200,-200,3.9,415,240,-200
-200,-200,-200,3.8,349,223,-200
-200,-200,-200,2.9,254,187,-200
-200,-200,-200,2.2,228,157,-200
-200,-200,-200,1.9,156,123,-200
-200,-200,-200,2,161,126,-200
-200,-200,-200,1.8,123,106,-200
-200,-200,-200,1.6,108,95,-200
-200,-200,-200,1.5,-200,-200,-200
-200,-200,-200,1.4,95,87,-200
-200,-200,-200,1.5,102,88,-200
-200,-200,-200,1.7,178,134,-200
-200,-200,-200,1.9,214,156,-200
-200,-200,-200,3.3,492,247,-200
-200,-200,-200,3.8,540,289,-200
-200,-200,-200,4.3,604,250,-200
-200,-200,-200,3.7,646,232,-200
-200,-200,-200,2.7,418,185,-200
-200,-200,-200,2.2,250,147,-200
-200,-200,-200,2.4,226,128,-200
-200,-200,-200,2.2,271,131,-200
-200,-200,-200,2.3,288,135,-200
-200,-200,-200,2.6,299,149,-200
-200,-200,-200,4.2,534,209,-200
-200,-200,-200,6.2,687,243,-200
-200,-200,-200,8.4,1028,276,-200
-200,-200,-200,4.5,605,225,-200
-200,-200,-200,2.7,345,194,-200
-200,-200,-200,2.4,255,164,-200
-200,-200,-200,2.3,211,148,-200
-200,-200,-200,2.2,190,136,-200
-200,-200,-200,2,149,116,-200
-200,-200,-200,1.6,-200,-200,-200
-200,-200,-200,1.6,107,91,-200
-200,-200,-200,1.5,98,87,-200
-200,-200,-200,1.7,183,123,-200
-200,-200,-200,1.8,224,152,-200
-200,-200,-200,3.8,589,267,-200
-200,-200,-200,5.9,700,296,-200
-200,-200,-200,5.4,747,291,-200
-200,-200,-200,4.7,746,276,-200
-200,-200,-200,4.3,702,250,-200
-200,-200,-200,5.4,723,251,-200
-200,-200,-200,5.8,872,275,-200
-200,-200,-200,6.1,1054,312,-200
-200,-200,-200,7.1,1218,340,-200
-200,-200,-200,6.6,1227,326,-200
-200,-200,-200,6.5,1061,284,-200
-200,-200,-200,7.1,1075,289,-200
-200,-200,-200,4.9,641,215,-200
8.5,50.9,0.5664,4,490,207,2141
8.3,53.3,0.5843,4,550,213,2023
7.1,58.1,0.5885,3.6,422,192,1967
5.8,64.3,0.5964,4.2,541,211,1931
5.3,66.8,0.5979,4.3,599,229,1889
5,66.6,0.5871,3.6,490,216,1699
5,66.3,0.5811,2.5,-200,-200,1467
5.1,65.9,0.5827,-200,223,146,1390
4.1,69,0.5735,1.4,214,136,1371
4.6,67.6,0.5778,1.4,274,156,1427
5.2,65.5,0.5836,1.6,338,176,1489
6,62.8,0.5929,2.3,496,224,1610
7.1,59.3,0.6005,2.4,433,207,1619
7.8,58,0.6136,2.7,496,221,1706
9,54.7,0.6271,3.4,615,229,1882
10,53.1,0.6495,3.1,551,208,1911
10.8,52,0.6738,3.6,575,207,1943
11,51.4,0.6746,3.8,575,216,2020
11,51.4,0.6725,3.3,574,224,1999
10.9,52,0.6796,3.4,582,225,2008
11.1,52,0.6869,3.7,658,227,2026
11,53.6,0.7033,4.6,851,248,2225
11,55.1,0.7221,5,903,251,2317
11.4,55.4,0.7471,5.7,952,265,2426
11.1,56.9,0.7506,5.2,894,262,2355
10.2,60,0.7461,5,839,241,2375
10.1,59.9,0.7379,4.5,743,231,2494
9.9,63.2,0.7706,4.1,671,229,2411
9.4,73.4,0.8662,4.1,689,221,2226
9.4,77.7,0.9203,3.1,478,180,1808
9.6,78.7,0.9429,2.7,-200,-200,1571
8.9,81.3,0.9277,2.8,345,140,1548
8.5,82.9,0.9243,2.9,373,153,1541
8.3,84,0.9234,2.6,324,150,1441
8.1,85,0.9221,2.6,341,145,1396
8.7,83.7,0.9423,2.8,424,149,1411
9.5,82.4,0.976,3.3,522,155,1497
11,78.2,1.022,3.2,492,158,1619
14.1,67.9,1.0859,3.3,492,188,1590
16.3,56.6,1.0422,1.5,204,154,1163
18.7,48,1.0259,1.2,142,107,1001
19.5,39.3,0.882,1.1,118,92,822
19.9,34.1,0.782,1.7,126,106,773
19.4,32.4,0.7239,1,115,90,588
17.1,35.8,0.6944,1,137,100,610
15.5,40.7,0.7103,2.6,212,132,1000
14.8,42.8,0.7182,2.5,354,211,1048
13.9,43.8,0.6937,2.1,331,179,1002
13.7,42.9,0.6687,1,141,116,711
12.5,47.8,0.6877,1.3,228,143,1024
11.8,53.4,0.7366,1.5,228,142,1054
10.9,55.9,0.7312,1.4,203,135,994
10.1,58.9,0.7301,1.6,215,136,1031
9.8,61.2,0.7413,1.1,142,109,884
8.4,67.1,0.7411,0.7,-200,-200,794
8.3,67.2,0.7382,0.5,66,62,688
7.7,68.9,0.728,0.4,54,49,617
6.9,70,0.6997,0.7,121,81,818
9,37.3,0.4297,0.7,141,104,690
9.4,44.9,0.5296,2.3,388,176,1291
10.3,45.4,0.5666,2.5,366,193,1200
11.5,39.6,0.5372,1.7,254,168,1127
11.7,36.9,0.506,2.5,164,123,1582
11.8,36.2,0.4999,2.1,142,111,700
12,38.7,0.5402,1.1,162,120,693
13.7,30.3,0.4724,1.3,177,123,709
12.6,30.6,0.4443,1.1,157,115,671
13,27.4,0.4085,1.1,162,120,632
13.6,22.7,0.3529,1.4,209,140,716
11.8,23,0.3171,2.3,304,185,1059
10.7,19.9,0.2547,4.2,484,212,1329
10.4,18,0.2269,3.5,399,200,1196
9.7,20.6,0.2488,3,390,191,1131
9.4,24.8,0.2923,1.7,287,169,977
8.8,31.2,0.3533,1.6,202,139,963
8.7,31.2,0.3521,1,126,102,581
8.5,30.4,0.3391,0.8,87,76,432
8,32.9,0.353,0.6,59,56,352
7.1,37.4,0.3799,0.4,-200,-200,348
6.9,39.1,0.3901,-200,31,30,312
6.9,39.8,0.3966,0.3,28,28,296
6.1,40.8,0.3868,0.4,64,56,385
6,41.5,0.3896,0.5,123,94,586
6.1,39.9,0.3781,1.5,363,196,987
6.5,39.5,0.3865,2.1,416,220,1035
9.4,32.7,0.3855,1.6,286,168,782
11.3,24.9,0.3318,1,198,133,511
12.8,19.8,0.2933,1.2,216,134,566
12.3,19.3,0.274,1.3,211,138,642
12,19.3,0.2716,1.4,199,135,591
11.9,19.2,0.2677,1,161,111,461
12.1,20.7,0.2906,1.4,218,124,609
11.5,22.1,0.2987,1.5,252,158,821
10.4,23.1,0.2905,2.4,337,181,1163
9.5,25.2,0.2996,2.8,357,185,1405
8.9,26.9,0.3069,3.1,410,187,1405
8.2,30.1,0.327,3.1,445,196,1429
7.4,31.8,0.3287,2,314,174,1284
6.6,37.5,0.3664,2.1,366,182,1409
6.3,40.1,0.3842,1.9,336,182,1376
5.2,44.2,0.3943,2.5,387,193,1421
4.4,47.5,0.4017,2,320,174,1356
4,49.1,0.4019,1.4,-200,-200,1296
3.3,52.2,0.4074,1.1,237,142,1202
3.2,52.4,0.4071,0.8,224,137,1206
3.6,51.7,0.4123,0.9,237,140,1305
3.5,54.2,0.4297,1.6,454,201,1485
5.2,48.3,0.4304,3.6,854,288,1643
7.8,37.6,0.3994,3.3,758,260,1459
8.9,33.8,0.385,2.1,428,206,1152
9.1,33,0.3827,1.3,205,98,885
9.1,34.5,0.3994,1.1,205,138,770
9.6,31.3,0.3763,1.5,226,139,852
8.5,36.3,0.4026,1.5,199,137,830
9.3,34.6,0.405,1.6,253,155,867
8.9,37.9,0.4318,1.5,259,155,881
8.2,41.8,0.4563,1.6,252,148,975
7.4,44.5,0.4582,2.2,313,153,1136
7,43.4,0.4366,3.4,433,171,1434
6.6,43.4,0.4241,5.6,611,227,1746
5.9,44.3,0.4137,5.2,626,251,1592
5,46.6,0.4099,2.8,408,216,1341
5.8,40.3,0.374,2.4,357,200,1208
5.4,43.8,0.3945,2.7,375,192,1334
5.7,42.1,0.3883,2.6,326,187,1208
5.7,42.1,0.3885,2.3,326,173,1196
5.8,42.9,0.399,1,-200,-200,931
5.7,46.6,0.4298,0.6,72,64,656
6.9,45,0.4499,0.5,49,46,478
6.9,42.2,0.4224,0.5,59,51,489
6.4,43.8,0.423,1,220,115,893
6.6,44.6,0.4383,2.6,602,238,1322
7.7,42.1,0.444,2.7,485,202,1280
10.1,36.7,0.4536,1.8,295,167,943
9,41.4,0.4775,1.2,217,139,772
8.7,42.5,0.4787,1.3,236,147,826
8.3,47.8,0.5238,1.4,196,130,808
8.9,45.5,0.5208,1.8,233,143,901
8.9,46.1,0.5256,1.3,207,143,763
9,44.9,0.5173,1.4,198,136,722
9.3,42.3,0.4974,1.4,212,143,735
8.4,45.2,0.4977,2.4,280,177,1047
7.6,47.8,0.5013,2.8,315,198,1163
7.4,47.2,0.4871,3.3,378,200,1244
7.4,46.9,0.4854,2.5,320,191,1025
6.9,48.2,0.4832,2.1,265,169,982
7.1,47.9,0.4867,1.2,129,106,607
6.9,48.7,0.4874,1.2,129,105,616
6.8,48.2,0.4792,1.3,172,130,654
6.3,49.6,0.4787,1,100,82,479
5.6,52.9,0.4855,0.8,-200,-200,487
6.4,49.8,0.4814,-200,49,45,382
6.9,48.1,0.4796,0.4,36,35,350
6.4,50.2,0.485,0.5,79,60,438
6.4,50.7,0.4886,0.7,128,90,578
6.9,48.8,0.4903,2.1,456,205,1140
8.4,44.6,0.4922,2.5,477,199,1203
10.8,37.1,0.4794,2,342,153,1000
11.2,36.2,0.4818,1.4,254,163,806
11.8,34.4,0.4758,1.3,231,152,724
11.5,33.1,0.4479,1.4,213,146,690
10.9,32.6,0.426,1.6,208,146,757
11.3,31.7,0.4249,1.7,270,134,818
11.6,30.9,0.4223,1.8,276,164,936
11.1,32.2,0.4243,2.4,375,141,1133
9.7,36,0.4333,2.8,395,204,1298
8.5,39,0.4336,3.3,421,210,1387
8.3,40.3,0.4411,4.8,632,250,1502
8,41.3,0.4448,2.8,424,202,1273
7,44.2,0.4446,2.4,369,190,1271
5.4,51.8,0.4698,2.9,484,236,1464
4.1,55,0.4558,2.7,456,250,1384
3.1,57.8,0.4462,2.1,373,219,1281
3.1,56.7,0.4388,1.5,228,156,1083
2.2,59.6,0.4333,1.2,-200,-200,989
2.3,58.9,0.4317,0.9,117,98,911
1.9,60,0.4276,0.8,108,89,893
1.9,60.3,0.4293,0.8,126,104,894
0.9,64.6,0.4294,1.1,235,148,1018
0.6,65,0.4231,1.9,339,194,1191
2.1,59.9,0.4338,2.5,399,231,1285
3.1,57.2,0.4402,2.2,346,200,1219
4.2,54,0.4483,2.1,407,217,1370
7.4,43.8,0.4538,2.3,393,210,1317
11.2,34.5,0.4586,1.2,166,126,818
13.8,32.4,0.5084,1.2,157,118,683
12.4,34.9,0.5002,1.1,141,114,573
12.8,31.9,0.4684,1.1,144,117,595
13.5,29.1,0.4486,1.4,191,140,774
11.6,33.3,0.454,1.7,255,168,1059
10.9,34.9,0.4568,2.5,379,202,1326
10.4,37.3,0.4708,2.7,427,211,1494
9.7,39.7,0.4792,3.1,509,231,1559
9.1,41.9,0.4857,2.8,459,214,1575
9.3,41.9,0.4927,1.9,293,181,1447
9.4,44.7,0.5279,1.9,269,173,1367
8.5,45.8,0.5108,1.7,244,169,1230
7.8,50,0.53,2.2,293,174,1396
7.7,49.7,0.5242,1.6,-200,-200,1191
8.2,46.9,0.5099,1.5,177,130,1009
8.4,48.6,0.5375,0.8,81,72,572
8,54.7,0.5883,0.5,42,40,420
7.8,55.7,0.5914,0.5,61,56,453
8,53.8,0.5796,0.7,101,81,520
8.8,50.7,0.5752,0.7,98,81,531
10.1,47.6,0.587,0.9,114,88,579
10.6,45.8,0.5838,1,118,94,570
9.1,56.2,0.6515,1.1,120,97,571
7.9,66.5,0.7124,1.1,151,112,582
8,65,0.6991,1,131,104,551
8.4,61,0.6721,1.1,145,107,634
8.6,57.3,0.6429,1.3,156,114,633
8.4,56.3,0.6227,1.2,151,115,613
8,57.7,0.6222,1.3,173,127,702
7.1,62.6,0.6341,1.1,154,119,649
7.4,59.3,0.6123,1.5,221,149,841
7.7,56.9,0.5994,1.4,193,140,795
7.7,54.4,0.5753,1.1,130,105,638
7.7,53,0.5572,1.3,156,116,663
6.7,62.8,0.6188,1.4,148,112,610
6.6,61.9,0.6056,1.1,93,80,480
5.7,70.3,0.6498,0.8,66,59,404
4.5,79.2,0.6751,0.6,-200,-200,357
4,81.5,0.6712,-200,38,36,348
3.9,81.5,0.6653,0.5,50,49,399
3.3,84.3,0.6617,0.6,77,63,464
4.2,80.9,0.6742,1.2,183,123,699
5.1,75,0.6646,2.2,256,164,1006
4.6,77.6,0.6651,2.9,355,218,1206
3.8,84.3,0.6811,2.9,491,254,1122
6.2,77.4,0.7383,2,387,210,1069
7.7,67.6,0.7133,1.7,384,208,1062
8.1,64.8,0.7039,2.2,368,204,1162
8.1,64,0.6942,1.8,258,172,1010
6.9,71.3,0.7118,1.6,231,157,931
7,73.7,0.7425,1.9,290,181,1025
7.3,70,0.7195,2.2,335,194,1110
5.8,77.8,0.7223,2.2,293,193,979
5.4,80.9,0.7293,4.9,526,252,1409
5.5,79.8,0.7261,6.3,607,283,1438
5.6,74,0.6808,2.7,326,208,1083
5.6,71.9,0.6604,1.4,188,143,916
6.4,70.7,0.6848,1.2,163,124,825
6.3,70.1,0.6733,0.8,102,89,704
4.4,80.5,0.6825,0.8,95,85,668
3.9,83.1,0.6787,0.7,71,66,512
2.5,86.6,0.6407,0.4,-200,-200,385
3.4,85.4,0.6736,0.4,46,46,377
3.3,84.5,0.6608,0.5,62,60,467
3.4,84.5,0.664,0.9,170,117,691
3.4,84.5,0.6677,1.5,313,178,981
4.1,82.7,0.682,3.8,687,295,1369
4.6,80.3,0.6889,5.4,757,243,1589
6.1,74,0.7025,3.5,559,255,1370
9.1,58.4,0.6787,1.7,286,201,1005
11.4,48.9,0.658,2,324,208,1105
8.3,64.4,0.7072,2.1,316,212,1142
6.5,71,0.6903,3,407,238,1105
6.6,71.1,0.6973,2.1,305,201,917
7.4,69.3,0.7165,2.5,360,218,1050
6.4,70.6,0.6834,2.2,339,222,848
5.8,72.5,0.6718,2.4,304,206,952
5.6,71.6,0.6556,3.6,397,251,1059
4.2,77.8,0.6491,2.6,270,190,720
4.3,79.5,0.6648,2.7,339,218,981
4.5,75.5,0.6429,1.4,190,150,648
4.4,77.1,0.6523,0.9,126,111,611
4.2,78.2,0.6506,1.5,189,142,773
4,79.3,0.6517,1.1,146,119,703
3.9,78.7,0.643,0.8,98,87,560
3.5,80.6,0.6403,0.6,-200,-200,499
3.2,82.8,0.6426,0.6,75,70,575
4.1,76,0.6304,0.6,77,68,478
4.2,75.9,0.6311,0.6,72,66,442
4.5,76.3,0.648,0.7,152,117,602
4.4,79.1,0.6687,1.7,337,197,936
4.3,79.8,0.6706,1.9,360,198,870
3.1,83,0.6419,1.4,243,167,688
2.8,83.9,0.6326,1.3,277,180,706
3.9,79.5,0.6482,1.2,266,169,756
5.1,74.5,0.6621,1.9,317,210,974
5.7,72.5,0.6686,2.5,375,232,1121
5.6,74.6,0.6826,2.3,349,223,1064
5.4,75.9,0.6875,2.3,377,224,1076
4.9,78.2,0.6826,2.5,403,238,1090
4.8,79,0.6845,2.8,422,249,1119
4.8,78.6,0.6826,2.7,388,223,1181
4.6,78.2,0.6686,3.1,431,244,1240
4.2,79.7,0.6647,2.9,425,243,1254
4.3,78.9,0.6621,2.6,391,226,1192
4.2,77.9,0.6479,1.5,231,167,1020
3.2,83,0.645,1.6,248,172,916
5.1,74.5,0.6626,1.1,142,120,798
4,80.8,0.6666,0.9,117,100,762
4.3,81,0.677,0.7,-200,-200,685
2.9,85.3,0.6503,-200,96,86,619
3.3,84.5,0.6612,0.6,87,81,606
3.6,84.4,0.6724,0.8,197,131,788
3.8,83.8,0.6771,1.5,290,170,947
4.1,82.5,0.6819,3.1,621,267,1254
3.9,83.9,0.6847,3.8,645,269,1352
4.1,83.9,0.6967,2.7,573,244,1165
4.6,82,0.6997,1.8,414,232,1025
5.5,79.5,0.7238,1.4,314,196,941
6.7,76.2,0.7519,1.7,317,195,1000
7.9,69,0.7394,1.9,290,189,962
8.5,66.3,0.7387,2.2,385,212,1214
7.6,70.8,0.7399,3,507,267,1428
7.2,72.4,0.7372,3,534,262,1484
6.7,74.2,0.7326,3.9,601,270,1658
6.1,75.8,0.7184,4,583,260,1632
6.3,74.9,0.7187,3.9,551,265,1628
6,78,0.7345,3.5,547,262,1481
5.6,81.2,0.7443,2.4,385,227,1205
5.5,81.5,0.7393,2.1,318,192,1106
5.3,84.1,0.753,2.5,356,202,1106
5.2,83.9,0.7487,2.1,326,189,1092
5.1,83.5,0.7416,1.5,233,157,984
5,82.9,0.73,1.1,-200,-200,889
5,82.5,0.7265,1,116,97,848
5,82.8,0.7273,0.8,120,100,771
5.2,80.7,0.7219,1,228,146,895
5.3,80.2,0.7179,1.4,303,175,1003
5.7,79.7,0.734,3.6,-200,-200,1442
6.2,76.8,0.7355,5.8,-200,-200,1727
8.3,67.4,0.7384,4.2,529,190,1606
10.8,52.1,0.6746,3.3,615,166,1354
13,40.3,0.6028,1.7,298,153,914
10.9,44.8,0.5849,2.1,317,167,913
11.5,42.1,0.5706,2.2,305,137,847
12.5,38.5,0.5568,1.8,253,140,778
12.6,38.5,0.5586,2,296,150,835
12.3,38.4,0.5488,2.3,293,152,903
10.2,43.1,0.5366,2.8,353,177,1157
8.6,48.2,0.5385,3.4,399,189,1237
7.8,50.8,0.5384,4,454,195,1253
7.3,52.8,0.5404,2.3,356,179,1130
6.2,62.4,0.5958,2.7,473,188,1373
5.1,68.2,0.6033,2.7,482,170,1338
4.7,69,0.5936,2.8,443,161,1268
4,69.8,0.5756,2.1,373,145,1125
3.4,71.3,0.5626,1.9,320,136,1054
2.8,74,0.5591,2.1,-200,-200,1090
2.3,75.1,0.5514,1.7,233,122,1029
3.8,66.2,0.5359,1.3,161,115,882
4.6,60.5,0.5173,0.9,137,103,717
5.7,54.3,0.5022,1,144,108,599
6.2,51.3,0.488,1,182,124,687
6.7,49.5,0.4892,1.5,227,133,706
8.8,45,0.5114,1.5,203,124,682
9.6,43.5,0.5202,1.4,179,116,629
9.8,43.3,0.5238,2.4,171,113,664
9.9,43.5,0.53,2.8,181,117,664
9.8,44.1,0.5332,2.9,175,118,630
9.7,45.1,0.5417,2.6,148,108,524
9,47.3,0.542,2.5,132,98,488
7.4,56,0.5797,2.7,162,117,609
6.4,61.7,0.5956,2.8,185,126,684
6.8,58,0.5758,3,234,142,788
7.3,56.7,0.5806,3.7,275,157,1030
7.2,56.7,0.579,3.5,272,161,1026
6.7,59.1,0.5848,3.8,331,169,1182
5.9,62.1,0.5808,4.3,347,166,1284
6.3,60.4,0.5811,4.8,488,189,1371
5.5,60.2,0.5458,4.2,404,184,1234
4.6,64.4,0.5525,3.3,255,145,1060
3.5,68.8,0.5458,3,-200,-200,1038
2.8,70.9,0.5383,-200,174,119,970
3.7,65.9,0.5295,1,108,87,751
1.6,74.3,0.5168,0.9,107,77,742
1.4,76.3,0.5261,1.1,188,112,879
2.5,69.5,0.5172,1.1,225,118,871
3.7,64.8,0.5208,1.2,208,124,890
7.8,49.9,0.5307,1.7,270,144,1059
11.2,37.1,0.4936,1.6,202,128,808
12.6,30.6,0.446,1.4,168,120,616
10.3,32.9,0.4131,1.8,191,131,609
10,35.5,0.4346,1.1,149,115,471
8.8,40,0.4538,0.9,101,82,391
8.3,40.3,0.4431,1.1,134,100,398
7.9,38.9,0.4141,1.1,150,111,419
6.8,41,0.4072,1.2,188,132,509
6,42,0.3962,1.6,254,155,723
5.5,43.5,0.3963,2.6,324,181,888
4.6,46.8,0.4001,1.5,238,155,596
4.5,48,0.4085,1,128,105,451
4.3,48.6,0.4069,1.3,169,119,581
4,50,0.4115,1.6,215,150,698
4,52.9,0.4338,1,111,94,423
4,51,0.42,0.6,60,56,332
3.9,48.1,0.393,0.4,-200,-200,280
3.8,48,0.3879,0.3,29,28,261
3.6,50.3,0.4022,0.3,25,25,252
2.8,52.6,0.3972,0.3,34,31,257
2.5,52.7,0.3908,0.4,89,66,308
2.7,50.5,0.3804,1,212,111,456
2.7,49.4,0.3714,1.2,216,122,527
3.3,45.2,0.354,1,191,115,475
3.1,43.3,0.3354,0.9,200,123,434
3.7,38.8,0.3123,0.8,164,119,385
4,36.8,0.3016,1.1,185,125,435
3.7,35,0.2823,1,156,110,421
3.4,32.4,0.2563,0.8,155,111,371
3.3,33.1,0.2592,0.9,158,114,382
2.6,35.1,0.2618,0.9,166,114,408
2.1,36.6,0.2634,2,268,140,676
1.6,37.9,0.2645,2.4,309,141,798
1.4,38,0.2615,2.5,297,142,793
1,36.6,0.2456,1.6,225,123,573
1.1,35.4,0.2382,0.9,122,90,402
1,34.3,0.2292,0.7,100,79,343
1,37.4,0.2487,0.6,86,69,322
0.7,41.2,0.2693,0.6,71,60,307
0.2,40.6,0.2566,0.4,39,37,268
0.1,40,0.2499,0.2,-200,-200,227
-0.1,37.5,0.2326,0.2,29,27,221
-0.3,38.4,0.2347,0.2,32,30,225
-0.6,40.1,0.2404,0.2,37,33,232
-0.6,41.4,0.2478,0.5,134,84,313
-0.2,40.2,0.2478,1.5,358,147,629
0.6,36.8,0.2388,1.9,354,143,790
2.8,30.3,0.2294,1.4,284,122,630
3.1,29.1,0.224,0.9,213,109,472
3.3,29.2,0.2288,0.7,174,95,378
3.1,31,0.2386,0.8,157,94,384
3.2,30.8,0.2399,1,178,102,426
3.3,31.5,0.2464,0.9,187,107,442
4.1,28.6,0.2363,1,198,113,467
3.9,29.2,0.2378,0.9,186,110,448
1.9,35,0.2494,1.4,203,116,582
1.8,35.4,0.2497,2.1,313,148,892
1.4,36.5,0.2503,2.8,342,156,1006
0.8,36.3,0.2388,2.2,310,159,852
0.6,34.1,0.221,1,165,116,543
0.3,31.9,0.2031,1.1,152,110,529
0.2,30.2,0.191,0.9,141,102,465
0,29.7,0.1847,0.8,122,93,405
-0.1,31.9,0.1975,0.6,79,67,332
